,Method,K,fraction,frac. shared neighbors,Mark,Dataset,binsize,feature_selection
1188,NMF,12,0.001,0.0100188198826524,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1189,TFIDF-NMF,12,0.001,0.01637053027787,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1190,NMF,36,0.003,0.0223255470681574,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1191,TFIDF-NMF,36,0.003,0.0368117827226096,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1192,NMF,60,0.005,0.0323397542344736,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1193,TFIDF-NMF,60,0.005,0.0531979962360234,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1194,NMF,120,0.01,0.0521961142477582,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1195,TFIDF-NMF,120,0.01,0.0854900088564153,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1196,NMF,361,0.03,0.1019086525767476,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1197,TFIDF-NMF,361,0.03,0.1589840023330889,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1198,NMF,602,0.05,0.1376843875888078,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1199,TFIDF-NMF,602,0.05,0.2029518564819361,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1200,NMF,1204,0.1,0.2018036579055092,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1201,TFIDF-NMF,1204,0.1,0.2669891323177143,H3K9me3,PairedTag_Zhu_2021,500,filtered_q_50
1202,NMF,12,0.001,0.0109805712387911,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1203,TFIDF-NMF,12,0.001,0.0139765304992804,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1204,NMF,36,0.003,0.0239515295767371,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1205,TFIDF-NMF,36,0.003,0.0321575519391859,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1206,NMF,60,0.005,0.0346396545998007,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1207,TFIDF-NMF,60,0.005,0.0466663899036864,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1208,NMF,120,0.01,0.0550682220746153,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1209,TFIDF-NMF,120,0.01,0.0749321930698549,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1210,NMF,361,0.03,0.1046030666871517,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1211,TFIDF-NMF,361,0.03,0.1414115463982019,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1212,NMF,602,0.05,0.1384164762427025,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1213,TFIDF-NMF,602,0.05,0.1814916458037031,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1214,NMF,1204,0.1,0.1999152332918832,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1215,TFIDF-NMF,1204,0.1,0.244101707360939,H3K9me3,PairedTag_Zhu_2021,1000,filtered_q_50
1216,NMF,12,0.001,0.0034180228052695,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1217,TFIDF-NMF,12,0.001,0.0183424665116794,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1218,NMF,36,0.003,0.0082729067493265,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1219,TFIDF-NMF,36,0.003,0.0407372043248828,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1220,NMF,60,0.005,0.0123616185099081,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1221,TFIDF-NMF,60,0.005,0.0593878002878335,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1222,NMF,120,0.01,0.0215231650614413,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1223,TFIDF-NMF,120,0.01,0.0964525905014945,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1224,NMF,361,0.03,0.0524588512481013,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1225,TFIDF-NMF,361,0.03,0.1868161616087273,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1226,NMF,602,0.05,0.0785549882987186,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1227,TFIDF-NMF,602,0.05,0.2439601306836174,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1228,NMF,1204,0.1,0.1347176907264724,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1229,TFIDF-NMF,1204,0.1,0.3216289717326613,H3K9me3,PairedTag_Zhu_2021,10,filtered_q_50
1230,NMF,12,0.001,0.0074103287944204,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1231,TFIDF-NMF,12,0.001,0.0197747149341304,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1232,NMF,36,0.003,0.0178512122218532,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1233,TFIDF-NMF,36,0.003,0.0435325104247389,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1234,NMF,60,0.005,0.0261734750359791,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1235,TFIDF-NMF,60,0.005,0.0628072069080039,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1236,NMF,120,0.01,0.0433355474371748,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1237,TFIDF-NMF,120,0.01,0.1008420513672091,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1238,NMF,361,0.03,0.0921041131732125,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1239,TFIDF-NMF,361,0.03,0.1887807954398047,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1240,NMF,602,0.05,0.1284636289309078,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1241,TFIDF-NMF,602,0.05,0.2397715850298628,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1242,NMF,1204,0.1,0.1942779575664424,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1243,TFIDF-NMF,1204,0.1,0.3105466142416896,H3K9me3,PairedTag_Zhu_2021,50,filtered_q_50
1244,NMF,12,0.001,0.0046842134396103,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1245,TFIDF-NMF,12,0.001,0.0185223624487988,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1246,NMF,36,0.003,0.0110197793276504,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1247,TFIDF-NMF,36,0.003,0.0418234990221041,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1248,NMF,60,0.005,0.0166417579984501,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1249,TFIDF-NMF,60,0.005,0.0608712498616185,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1250,NMF,120,0.01,0.0289521753570242,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1251,TFIDF-NMF,120,0.01,0.0984169157533488,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1252,NMF,361,0.03,0.0650677432976592,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1253,TFIDF-NMF,361,0.03,0.1884484498666477,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1254,NMF,602,0.05,0.0934152294300742,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1255,TFIDF-NMF,602,0.05,0.2453094191728888,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1256,NMF,1204,0.1,0.1501037585332187,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1257,TFIDF-NMF,1204,0.1,0.3200878340878572,H3K9me3,PairedTag_Zhu_2021,20,filtered_q_50
1258,NMF,12,0.001,0.008918687036422,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1259,TFIDF-NMF,12,0.001,0.0195048710284512,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1260,NMF,36,0.003,0.0202682755821248,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1261,TFIDF-NMF,36,0.003,0.0437400826598767,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1262,NMF,60,0.005,0.0293520978633897,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1263,TFIDF-NMF,60,0.005,0.0632278866378833,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1264,NMF,120,0.01,0.0477838204361784,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1265,TFIDF-NMF,120,0.01,0.1006337872246208,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1266,NMF,361,0.03,0.0978802562349869,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1267,TFIDF-NMF,361,0.03,0.1880155956322662,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1268,NMF,602,0.05,0.1344601908175008,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1269,TFIDF-NMF,602,0.05,0.2378824708074822,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1270,NMF,1204,0.1,0.1997113849440203,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1271,TFIDF-NMF,1204,0.1,0.3064401320297337,H3K9me3,PairedTag_Zhu_2021,100,filtered_q_50
1272,NMF,12,0.001,0.0104201262039189,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1273,TFIDF-NMF,12,0.001,0.0181487324255507,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1274,NMF,36,0.003,0.0232158013210819,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1275,TFIDF-NMF,36,0.003,0.0400683604561053,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1276,NMF,60,0.005,0.0338591829956824,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1277,TFIDF-NMF,60,0.005,0.0574366212775379,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1278,NMF,120,0.01,0.0547160411823314,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1279,TFIDF-NMF,120,0.01,0.0923267463744049,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1280,NMF,361,0.03,0.1065826503190977,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1281,TFIDF-NMF,361,0.03,0.1738774539523133,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1282,NMF,602,0.05,0.1430583706917382,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1283,TFIDF-NMF,602,0.05,0.2194586074758002,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1284,NMF,1204,0.1,0.2066165753256884,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1285,TFIDF-NMF,1204,0.1,0.2859864053288551,H3K9me3,PairedTag_Zhu_2021,300,filtered_q_50
1286,NMF,12,0.001,0.0095621609653492,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1287,TFIDF-NMF,12,0.001,0.0180034318609542,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1288,NMF,36,0.003,0.0209901656887708,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1289,TFIDF-NMF,36,0.003,0.0403474297944573,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1290,NMF,60,0.005,0.030063378722462,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1291,TFIDF-NMF,60,0.005,0.0587000442820768,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1292,NMF,120,0.01,0.048284761430311,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1293,TFIDF-NMF,120,0.01,0.0945955109044614,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1294,NMF,361,0.03,0.0994026059572886,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1295,TFIDF-NMF,361,0.03,0.1784622128833244,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1296,NMF,602,0.05,0.1367781037634984,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1297,TFIDF-NMF,602,0.05,0.2247890073054393,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1298,NMF,1204,0.1,0.2034221696525806,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1299,TFIDF-NMF,1204,0.1,0.2888218006843125,H3K9me3,PairedTag_Zhu_2021,200,filtered_q_50
1300,NMF,12,0.001,0.0058950514779143,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1301,TFIDF-NMF,12,0.001,0.018536200597808,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1302,NMF,36,0.003,0.0135106461493044,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1303,TFIDF-NMF,36,0.003,0.0412584412708956,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1304,NMF,60,0.005,0.0198674305324919,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1305,TFIDF-NMF,60,0.005,0.0597088453448466,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1306,NMF,120,0.01,0.0335429812908225,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1307,TFIDF-NMF,120,0.01,0.0964000055352596,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1308,NMF,361,0.03,0.0728506096298797,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1309,TFIDF-NMF,361,0.03,0.1831891099210558,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1310,NMF,602,0.05,0.1021222295657892,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1311,TFIDF-NMF,602,0.05,0.2356409665114955,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1312,NMF,1204,0.1,0.1592078353898386,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1313,TFIDF-NMF,1204,0.1,0.3084186195467119,H3K9me3,PairedTag_Zhu_2021,30,filtered_q_50
1503,NMF,7,0.001,0.0091336839191807,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1504,TFIDF-NMF,7,0.001,0.0149657981099996,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1505,NMF,22,0.003,0.0220290365598973,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1506,TFIDF-NMF,22,0.003,0.0355408499609994,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1507,NMF,36,0.005,0.0313374542546975,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1508,TFIDF-NMF,36,0.005,0.0509579604514561,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1509,NMF,72,0.01,0.0504966632838207,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1510,TFIDF-NMF,72,0.01,0.0823050250638127,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1511,NMF,217,0.03,0.0983755537160356,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1512,TFIDF-NMF,217,0.03,0.1544410162482892,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1513,NMF,361,0.05,0.1338529762867699,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1514,TFIDF-NMF,361,0.05,0.1991722718744944,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1515,NMF,723,0.1,0.1984576979012701,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1516,TFIDF-NMF,723,0.1,0.2654273277035938,H3K9me3,PairedTag_Zhu_2021,500,sampled_cell_p_60
1517,NMF,7,0.001,0.0095290814914396,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1518,TFIDF-NMF,7,0.001,0.0118026175319283,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1519,NMF,22,0.003,0.0220667790554311,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1520,TFIDF-NMF,22,0.003,0.0301310922678207,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1521,NMF,36,0.005,0.0311760002460251,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1522,TFIDF-NMF,36,0.005,0.0431389734600362,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1523,NMF,72,0.01,0.0495202509456591,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1524,TFIDF-NMF,72,0.01,0.0708744656641141,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1525,NMF,217,0.03,0.0970720172036208,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1526,TFIDF-NMF,217,0.03,0.1333121179152089,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1527,NMF,361,0.05,0.1322858437482988,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1528,TFIDF-NMF,361,0.05,0.1708504147457664,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1529,NMF,723,0.1,0.1965836063791464,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1530,TFIDF-NMF,723,0.1,0.2331958629491857,H3K9me3,PairedTag_Zhu_2021,1000,sampled_cell_p_60
1531,NMF,7,0.001,0.0031236408208453,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1532,TFIDF-NMF,7,0.001,0.0109129729943458,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1533,NMF,22,0.003,0.0084731902473391,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1534,TFIDF-NMF,22,0.003,0.0271745967843393,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1535,NMF,36,0.005,0.0128317495463911,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1536,TFIDF-NMF,36,0.005,0.039563920410862,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1537,NMF,72,0.01,0.0225804963557523,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1538,TFIDF-NMF,72,0.01,0.0661404034812559,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1539,NMF,217,0.03,0.0541796712077865,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1540,TFIDF-NMF,217,0.03,0.1359351343905329,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1541,NMF,361,0.05,0.0807172928168747,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1542,TFIDF-NMF,361,0.05,0.1838256434712139,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1543,NMF,723,0.1,0.1370500486371827,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1544,TFIDF-NMF,723,0.1,0.2546819748418861,H3K9me3,PairedTag_Zhu_2021,10,sampled_cell_p_60
1545,NMF,7,0.001,0.0066229093353366,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1546,TFIDF-NMF,7,0.001,0.0164880787631963,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1547,NMF,22,0.003,0.0165563747074956,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1548,TFIDF-NMF,22,0.003,0.038585411267393,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1549,NMF,36,0.005,0.0239566995725312,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1550,TFIDF-NMF,36,0.005,0.0561898391610542,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1551,NMF,72,0.01,0.0392852200387489,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1552,TFIDF-NMF,72,0.01,0.0921229664483193,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1553,NMF,217,0.03,0.0848153302016145,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1554,TFIDF-NMF,217,0.03,0.1786616685012263,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1555,NMF,361,0.05,0.1176296276986842,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1556,TFIDF-NMF,361,0.05,0.2300165683630902,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1557,NMF,723,0.1,0.1776074487433767,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1558,TFIDF-NMF,723,0.1,0.3042371580419409,H3K9me3,PairedTag_Zhu_2021,50,sampled_cell_p_60
1559,NMF,7,0.001,0.0040132853584278,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1560,TFIDF-NMF,7,0.001,0.0156182041042268,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1561,NMF,22,0.003,0.0104043479354854,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1562,TFIDF-NMF,22,0.003,0.039484940744282,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1563,NMF,36,0.005,0.0161915305840022,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1564,TFIDF-NMF,36,0.005,0.0574391856567334,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1565,NMF,72,0.01,0.0273779868991604,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1566,TFIDF-NMF,72,0.01,0.0954443060552941,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1567,NMF,217,0.03,0.0638866816067426,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1568,TFIDF-NMF,217,0.03,0.1901422283331696,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1569,NMF,361,0.05,0.0923530985752434,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1570,TFIDF-NMF,361,0.05,0.2465523467503084,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1571,NMF,723,0.1,0.1503086097192442,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1572,TFIDF-NMF,723,0.1,0.3194871447389728,H3K9me3,PairedTag_Zhu_2021,20,sampled_cell_p_60
1573,NMF,7,0.001,0.0076311731445968,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1574,TFIDF-NMF,7,0.001,0.0172788739077142,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1575,NMF,22,0.003,0.0185315653070981,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1576,TFIDF-NMF,22,0.003,0.039340261178069,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1577,NMF,36,0.005,0.0263285358427899,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1578,TFIDF-NMF,36,0.005,0.0566818894731986,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1579,NMF,72,0.01,0.0437425039210259,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1580,TFIDF-NMF,72,0.01,0.0920979795184057,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1581,NMF,217,0.03,0.0929388370974757,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1582,TFIDF-NMF,217,0.03,0.1751081922550544,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1583,NMF,361,0.05,0.128984438312557,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1584,TFIDF-NMF,361,0.05,0.2221621215478424,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1585,NMF,723,0.1,0.1924989252350223,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1586,TFIDF-NMF,723,0.1,0.2872809460534974,H3K9me3,PairedTag_Zhu_2021,100,sampled_cell_p_60
1587,NMF,7,0.001,0.0088371357399865,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1588,TFIDF-NMF,7,0.001,0.0157170534972915,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1589,NMF,22,0.003,0.0207206300480587,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1590,TFIDF-NMF,22,0.003,0.038189115064288,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1591,NMF,36,0.005,0.0298420826029461,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1592,TFIDF-NMF,36,0.005,0.0544868837838669,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1593,NMF,72,0.01,0.0480690869391395,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1594,TFIDF-NMF,72,0.01,0.0889630808500169,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1595,NMF,217,0.03,0.0980726281566437,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1596,TFIDF-NMF,217,0.03,0.1680152699991454,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1597,NMF,361,0.05,0.1355968329202104,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1598,TFIDF-NMF,361,0.05,0.2132829816613291,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1599,NMF,723,0.1,0.2025090737727102,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1600,TFIDF-NMF,723,0.1,0.2796243701188156,H3K9me3,PairedTag_Zhu_2021,300,sampled_cell_p_60
1601,NMF,7,0.001,0.0086394369538571,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1602,TFIDF-NMF,7,0.001,0.0165276185204222,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1603,NMF,22,0.003,0.0202488488538862,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1604,TFIDF-NMF,22,0.003,0.039988174018066,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1605,NMF,36,0.005,0.0289963711289479,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1606,TFIDF-NMF,36,0.005,0.0574814712304333,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1607,NMF,72,0.01,0.0470042593105145,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1608,TFIDF-NMF,72,0.01,0.0925419780422548,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1609,NMF,217,0.03,0.0986752905853287,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1610,TFIDF-NMF,217,0.03,0.1773256073498031,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1611,NMF,361,0.05,0.1367836828074673,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1612,TFIDF-NMF,361,0.05,0.2264429848201286,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1613,NMF,723,0.1,0.2029475931963835,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1614,TFIDF-NMF,723,0.1,0.2920055095343042,H3K9me3,PairedTag_Zhu_2021,200,sampled_cell_p_60
1615,NMF,7,0.001,0.005061088924914,H3K9me3,PairedTag_Zhu_2021,30,sampled_cell_p_60
1616,TFIDF-NMF,7,0.001,0.0164089992487446,H3K9me3,PairedTag_Zhu_2021,30,sampled_cell_p_60
1617,NMF,22,0.003,0.0113604911556752,H3K9me3,PairedTag_Zhu_2021,30,sampled_cell_p_60
1618,TFIDF-NMF,22,0.003,0.0402146289912689,H3K9me3,PairedTag_Zhu_2021,30,sampled_cell_p_60
