,Method,Mark,Dataset,binsize,feature_selection,kmeans_ami,kmeans_ari,ward_ami,ward_ari,silhouette
21,Chromscape_LSI,H3K9me3,PairedTag_Zhu_2021,20,raw,0.2144526628522404,0.0745269365231573,0.1974293418166519,0.0691420955495644,-0.173574882366683
22,Chromscape_PCA,H3K9me3,PairedTag_Zhu_2021,20,raw,0.0245123216137913,0.0080442658664732,0.0201449214412947,0.0054786253000065,-0.1751324033536125
23,Signac,H3K9me3,PairedTag_Zhu_2021,20,raw,0.0068934135734309,-4.9664332572721455e-05,0.0002150050323462,8.496475268215348e-05,-0.2074714273891831
24,SnapATAC,H3K9me3,PairedTag_Zhu_2021,20,raw,0.2247475079514636,0.0816047438955865,0.2175342345634831,0.0764847456242678,-0.0964047724612905
25,cisTopic,H3K9me3,PairedTag_Zhu_2021,20,raw,0.2313252603624487,0.081063292938027,0.2166210021492435,0.0673854636100046,-0.0726272321565066
26,PeakVI,H3K9me3,PairedTag_Zhu_2021,20,raw,0.1816390223789655,0.0676393469816249,0.1546798123819436,0.05964917917923,-0.0459878353107069
27,SCALE,H3K9me3,PairedTag_Zhu_2021,20,raw,0.1830542100666841,0.060782120399355,0.1730571337317715,0.0583033752445022,-0.0911522386909844
28,Chromscape_LSI,H3K9me3,PairedTag_Zhu_2021,100,raw,0.3460689821854487,0.1609256685181179,0.3528167620276747,0.1684976578010658,-0.0811655187057608
29,Chromscape_PCA,H3K9me3,PairedTag_Zhu_2021,100,raw,0.1104341506174332,0.0424014447399898,0.0992238313207341,0.0389236197176849,-0.1273273779952489
30,Signac,H3K9me3,PairedTag_Zhu_2021,100,raw,0.426865995771625,0.2004851331753773,0.3436738476954805,0.1275546041917705,-0.1219934827646834
31,SnapATAC,H3K9me3,PairedTag_Zhu_2021,100,raw,0.2234426990245856,0.0837968714888088,0.2258158362428337,0.0905121658858106,-0.1027472636858699
32,cisTopic,H3K9me3,PairedTag_Zhu_2021,100,raw,0.2560103390229473,0.1015650867453871,0.2355199653343714,0.085153010262476,-0.0580046497863462
33,PeakVI,H3K9me3,PairedTag_Zhu_2021,100,raw,0.2022062923071089,0.0766808417232217,0.186855818754286,0.0707741585834178,-0.0689986045401447
34,SCALE,H3K9me3,PairedTag_Zhu_2021,100,raw,0.2434843933591956,0.0961254337675406,0.2294552299152017,0.0850908684801417,-0.0870853738671794
35,Chromscape_LSI,H3K9me3,PairedTag_Zhu_2021,300,raw,0.337436678132787,0.1629557958476735,0.3293299552462336,0.1442739076408432,-0.0568999005149938
36,Chromscape_PCA,H3K9me3,PairedTag_Zhu_2021,300,raw,0.1345702741493974,0.0497771311908938,0.1196523867930774,0.0438629920275625,-0.1003335829223714
37,Signac,H3K9me3,PairedTag_Zhu_2021,300,raw,0.4028365605715072,0.2166380596078503,0.2760627018480495,0.108495829946528,-0.0312352320209843
38,SnapATAC,H3K9me3,PairedTag_Zhu_2021,300,raw,0.2199978397647842,0.0786994814845547,0.2191483389339339,0.0798208558503395,-0.1051912331726484
39,cisTopic,H3K9me3,PairedTag_Zhu_2021,300,raw,0.2370742436913765,0.081054503779496,0.2188995466248088,0.0772872356406393,-0.0508011234659206
40,PeakVI,H3K9me3,PairedTag_Zhu_2021,300,raw,0.221581589641414,0.0899906713855493,0.2036192434663281,0.0890210127409129,-0.0614474770269425
41,SCALE,H3K9me3,PairedTag_Zhu_2021,300,raw,0.2298014103622762,0.0882027257550179,0.2157215872171398,0.0853276997857752,-0.0887155723653105
42,Chromscape_LSI,H3K9me3,PairedTag_Zhu_2021,200,raw,0.3387448030650919,0.1579091871100296,0.3348368325836909,0.1540559386341601,-0.065234517825149
43,Chromscape_PCA,H3K9me3,PairedTag_Zhu_2021,200,raw,0.1240538083796685,0.0448545043526824,0.1163265246387618,0.0386347096783056,-0.1069506922706516
44,Signac,H3K9me3,PairedTag_Zhu_2021,200,raw,0.4142129437601828,0.2230018390393479,0.2971272030788358,0.1004939628617235,-0.0622041399966734
45,SnapATAC,H3K9me3,PairedTag_Zhu_2021,200,raw,0.2295756193226157,0.0810930587142022,0.2112726467389585,0.0759303806976909,-0.1047854828836482
46,cisTopic,H3K9me3,PairedTag_Zhu_2021,200,raw,0.2353984986310368,0.0764003772340576,0.2180072494814861,0.0680505592581347,-0.0901589661885855
47,PeakVI,H3K9me3,PairedTag_Zhu_2021,200,raw,0.217306162294372,0.0863343586771225,0.1983496162205697,0.0824296857187469,-0.0705262515145285
48,SCALE,H3K9me3,PairedTag_Zhu_2021,200,raw,0.2565239655973566,0.1104573856184246,0.2465315869735123,0.1089835938378623,-0.0692477017202223
49,Chromscape_LSI,H3K9me3,PairedTag_Zhu_2021,30,raw,0.2546334681623117,0.0925939574695151,0.2628174497472336,0.0905498645432871,-0.1355646491088197
50,Chromscape_PCA,H3K9me3,PairedTag_Zhu_2021,30,raw,0.0313152289356318,0.010157624117916,0.0278694485528953,0.0083350523811606,-0.1665902251837475
